,HomeTeam,AwayTeam,MW,HP,AP,Pdiff,HPOS,APOS,POSdiff,HW,AW,HD,AD,HL,AL,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTSF,ATSF,HTSTF,ATSTF,HTSC,ATSC,HTSTC,ATSTC,HPR,APR,HF5,AF5,HTHGS,ATAGS,HTHGC,ATAGC,HTHSF,ATASF,HTHSC,ATASC,HTHSTF,ATASTF,HTHSTC,ATASTC,HTHP,ATAP,HTHW,ATAW,HTHD,ATAD,HTHL,ATAL,avg_HGPG,avg_AGPG
133,Nott'm Forest,Everton,14,1.0,1.0769230769230769,-1,16,15,1,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.46153846153846156,0.5384615384615384,1.2307692307692308,1.0769230769230769,1.6153846153846154,1.5384615384615385,-0.38461538461538464,-0.46153846153846156,11.153846153846153,14.692307692307692,3.6923076923076925,4.846153846153846,13.692307692307692,12.153846153846153,4.6923076923076925,3.769230769230769,0,3,5,10,1.5384615384615385,1.3846153846153846,1.2307692307692308,1.6923076923076923,12.0,10.307692307692308,11.076923076923077,13.692307692307692,3.8461538461538463,3.5384615384615383,3.5384615384615383,4.461538461538462,1.3846153846153846,1.5384615384615385,0.3076923076923077,0.46153846153846156,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.3076923076923077,1.729323308,1.398496241
134,Newcastle,Man United,14,1.7692307692307692,1.8461538461538463,-1,7,6,1,0.5384615384615384,0.6153846153846154,0.15384615384615385,0.0,0.3076923076923077,0.38461538461538464,2.3846153846153846,1.2307692307692308,1.0769230769230769,1.2307692307692308,1.3076923076923077,0.0,13.153846153846153,14.384615384615385,5.846153846153846,4.6923076923076925,11.923076923076923,14.76923076923077,4.0,5.153846153846154,0,3,8,12,2.769230769230769,1.2307692307692308,0.6153846153846154,0.9230769230769231,15.692307692307692,12.0,12.615384615384615,15.384615384615385,6.923076923076923,4.0,3.3846153846153846,4.615384615384615,2.769230769230769,1.8461538461538463,0.9230769230769231,0.6153846153846154,0.0,0.0,0.15384615384615385,0.3076923076923077,1.71641791,1.395522388
135,Bournemouth,Aston Villa,14,0.9230769230769231,2.1538461538461537,-16,17,4,13,0.23076923076923078,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.5384615384615384,0.23076923076923078,1.0769230769230769,2.3846153846153846,2.1538461538461537,1.3846153846153846,-1.0769230769230769,1.0,12.384615384615385,14.923076923076923,4.846153846153846,5.6923076923076925,16.307692307692307,10.76923076923077,5.923076923076923,4.230769230769231,3,3,6,10,0.9230769230769231,1.2307692307692308,1.5384615384615385,2.0,13.076923076923077,15.692307692307692,14.76923076923077,12.923076923076923,5.076923076923077,5.230769230769231,5.846153846153846,5.6923076923076925,1.2307692307692308,1.5384615384615385,0.3076923076923077,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.46153846153846156,0.46153846153846156,1.711111111,1.385185185
136,Chelsea,Brighton,14,1.2307692307692308,1.6923076923076923,-6,10,8,2,0.3076923076923077,0.46153846153846156,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.23076923076923078,1.6923076923076923,2.1538461538461537,1.5384615384615385,1.7692307692307692,0.15384615384615385,0.38461538461538464,13.846153846153847,14.076923076923077,5.0,5.923076923076923,11.384615384615385,12.461538461538462,4.3076923076923075,4.230769230769231,1,1,8,4,1.5384615384615385,2.0,1.6923076923076923,2.0,16.153846153846153,9.23076923076923,12.461538461538462,13.384615384615385,5.230769230769231,4.461538461538462,4.615384615384615,5.076923076923077,0.9230769230769231,1.5384615384615385,0.15384615384615385,0.46153846153846156,0.46153846153846156,0.15384615384615385,0.46153846153846156,0.3076923076923077,1.713235294,1.389705882
137,Liverpool,Fulham,14,2.1538461538461537,1.1538461538461537,13,3,14,-11,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.46153846153846156,2.1538461538461537,1.0,0.8461538461538461,1.6923076923076923,1.3076923076923077,-0.6923076923076923,17.307692307692307,11.153846153846153,5.615384615384615,3.769230769230769,13.076923076923077,12.23076923076923,4.0,5.615384615384615,3,0,11,4,2.6153846153846154,0.9230769230769231,0.3076923076923077,2.0,19.846153846153847,9.538461538461538,9.846153846153847,14.923076923076923,6.923076923076923,4.153846153846154,2.6153846153846154,7.076923076923077,2.769230769230769,0.9230769230769231,0.9230769230769231,0.15384615384615385,0.0,0.46153846153846156,0.0,0.46153846153846156,1.722627737,1.394160584
138,West Ham,Crystal Palace,14,1.5384615384615385,1.1538461538461537,5,9,13,-4,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.46153846153846156,1.7692307692307692,1.0,1.7692307692307692,1.3846153846153846,0.0,-0.38461538461538464,12.0,12.384615384615385,3.923076923076923,4.384615384615385,16.23076923076923,12.307692307692308,5.538461538461538,3.6923076923076925,3,0,4,4,1.6923076923076923,1.0769230769230769,1.3846153846153846,1.5384615384615385,10.923076923076923,13.846153846153847,14.153846153846153,13.846153846153847,4.461538461538462,4.923076923076923,5.076923076923077,4.0,1.5384615384615385,1.5384615384615385,0.46153846153846156,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.46153846153846156,1.739130435,1.405797101
139,Man City,Tottenham,14,2.230769230769231,2.0,3,2,5,-3,0.6923076923076923,0.6153846153846154,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,2.5384615384615383,1.9230769230769231,1.0,1.3076923076923077,1.5384615384615385,0.6153846153846154,16.46153846153846,16.076923076923077,7.153846153846154,5.846153846153846,7.538461538461538,13.538461538461538,2.769230769230769,4.538461538461538,1,0,10,9,2.6153846153846154,2.3076923076923075,0.6153846153846154,1.3846153846153846,11.538461538461538,15.23076923076923,6.3076923076923075,14.307692307692308,4.923076923076923,5.230769230769231,2.3076923076923075,4.3076923076923075,2.4615384615384617,2.1538461538461537,0.7692307692307693,0.6153846153846154,0.15384615384615385,0.3076923076923077,0.0,0.15384615384615385,1.73381295,1.402877698
140,Wolves,Burnley,15,1.0714285714285714,0.5,8,14,19,-5,0.2857142857142857,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.5,0.7857142857142857,1.3571428571428572,1.0714285714285714,1.7857142857142858,2.2857142857142856,-0.42857142857142855,-1.2142857142857142,11.5,10.857142857142858,3.9285714285714284,3.5,14.785714285714286,14.142857142857142,5.428571428571429,5.642857142857143,0,0,7,0,1.2857142857142858,0.7142857142857143,1.7142857142857142,1.7142857142857142,9.428571428571429,7.428571428571429,13.142857142857142,14.857142857142858,3.0,2.5714285714285716,4.714285714285714,5.285714285714286,1.1428571428571428,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.5714285714285714,1.742857143,1.414285714
141,Luton,Arsenal,15,0.6428571428571429,2.357142857142857,-24,18,1,17,0.14285714285714285,0.7142857142857143,0.21428571428571427,0.21428571428571427,0.6428571428571429,0.07142857142857142,0.9285714285714286,2.0714285714285716,1.8571428571428572,0.7857142857142857,-0.9285714285714286,1.2857142857142858,11.071428571428571,14.857142857142858,2.5714285714285716,5.285714285714286,17.214285714285715,8.285714285714286,5.642857142857143,2.5,3,3,5,10,0.8571428571428571,1.2857142857142858,1.1428571428571428,0.42857142857142855,11.714285714285714,12.0,11.571428571428571,8.428571428571429,2.5714285714285716,3.2857142857142856,4.0,2.0,0.7142857142857143,1.8571428571428572,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,1.737588652,1.404255319
142,Brighton,Brentford,15,1.5714285714285714,1.3571428571428572,3,8,11,-3,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.35714285714285715,2.142857142857143,1.5714285714285714,1.8571428571428572,1.3571428571428572,0.2857142857142857,0.21428571428571427,14.357142857142858,15.071428571428571,6.142857142857143,4.642857142857143,12.142857142857142,13.071428571428571,4.285714285714286,3.9285714285714284,3,0,6,9,2.142857142857143,1.0,1.4285714285714286,1.0,17.571428571428573,11.428571428571429,10.714285714285714,11.428571428571429,6.857142857142857,3.7142857142857144,3.142857142857143,3.5714285714285716,1.7142857142857142,1.0,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.746478873,1.422535211
143,Crystal Palace,Bournemouth,15,1.1428571428571428,0.9285714285714286,3,13,17,-4,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5,1.0,1.1428571428571428,1.3571428571428572,2.142857142857143,-0.35714285714285715,-1.0,12.142857142857142,12.571428571428571,4.214285714285714,5.0,12.071428571428571,15.928571428571429,3.642857142857143,5.714285714285714,0,3,3,9,0.8571428571428571,1.1428571428571428,1.1428571428571428,2.5714285714285716,10.142857142857142,10.857142857142858,10.0,16.571428571428573,3.5714285714285716,4.285714285714286,3.142857142857143,5.571428571428571,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.5714285714285714,1.748251748,1.41958042
144,Fulham,Nott'm Forest,15,1.0714285714285714,0.9285714285714286,2,15,16,-1,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.5,0.5,1.1428571428571428,1.1428571428571428,1.8571428571428572,1.5714285714285714,-0.7142857142857143,-0.42857142857142855,11.0,11.285714285714286,3.857142857142857,3.5714285714285716,13.214285714285714,13.571428571428571,6.071428571428571,4.571428571428571,3,0,4,4,1.0,0.8571428571428571,1.2857142857142858,1.8571428571428572,11.857142857142858,9.571428571428571,8.857142857142858,15.142857142857142,3.142857142857143,3.2857142857142856,3.857142857142857,5.428571428571429,1.2857142857142858,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.7142857142857143,1.736111111,1.423611111
145,Sheffield United,Liverpool,15,0.35714285714285715,2.2142857142857144,-26,20,2,18,0.07142857142857142,0.6428571428571429,0.14285714285714285,0.2857142857142857,0.7857142857142857,0.07142857142857142,0.7857142857142857,2.2857142857142856,2.7857142857142856,1.0,-2.0,1.2857142857142858,8.642857142857142,17.928571428571427,2.7142857142857144,6.071428571428571,19.0,12.785714285714286,7.642857142857143,4.071428571428571,0,1,4,11,1.0,1.5714285714285714,2.7142857142857144,1.2857142857142858,9.857142857142858,13.714285714285714,19.857142857142858,15.142857142857142,3.142857142857143,4.0,8.142857142857142,5.0,0.5714285714285714,1.4285714285714286,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.14285714285714285,1.75862069,1.413793103
146,Aston Villa,Man City,15,2.0714285714285716,2.142857142857143,-1,4,3,1,0.6428571428571429,0.6428571428571429,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.14285714285714285,2.357142857142857,2.5714285714285716,1.4285714285714286,1.1428571428571428,0.9285714285714286,1.4285714285714286,14.642857142857142,16.571428571428573,5.5,6.928571428571429,11.071428571428571,7.571428571428571,4.428571428571429,2.857142857142857,3,1,12,11,3.2857142857142856,2.2857142857142856,0.7142857142857143,1.2857142857142858,13.142857142857142,19.857142857142858,8.0,8.142857142857142,5.714285714285714,8.714285714285714,2.5714285714285716,3.0,2.5714285714285716,1.8571428571428572,0.8571428571428571,0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,1.746575342,1.417808219
147,Man United,Chelsea,15,1.7142857142857142,1.3571428571428572,5,7,10,-3,0.5714285714285714,0.35714285714285715,0.0,0.2857142857142857,0.42857142857142855,0.35714285714285715,1.1428571428571428,1.7857142857142858,1.2142857142857142,1.5714285714285714,-0.07142857142857142,0.21428571428571427,13.928571428571429,13.428571428571429,4.428571428571429,5.0,15.285714285714286,11.857142857142858,5.071428571428571,4.642857142857143,3,0,12,5,1.1428571428571428,1.7142857142857142,1.4285714285714286,1.2857142857142858,15.571428571428571,10.714285714285714,13.142857142857142,9.571428571428571,5.0,4.428571428571429,5.285714285714286,3.7142857142857144,1.7142857142857142,1.4285714285714286,0.5714285714285714,0.42857142857142855,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,1.741496599,1.408163265
148,Everton,Newcastle,15,1.2142857142857142,1.8571428571428572,-9,12,6,6,0.35714285714285715,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.5,0.2857142857142857,1.0714285714285714,2.2857142857142856,1.4285714285714286,1.0,-0.35714285714285715,1.2857142857142858,14.5,13.785714285714286,4.714285714285714,5.714285714285714,12.214285714285714,11.642857142857142,3.642857142857143,3.7857142857142856,0,3,7,10,0.7142857142857143,1.8571428571428572,1.2857142857142858,1.4285714285714286,17.714285714285715,9.857142857142858,9.857142857142858,10.428571428571429,5.714285714285714,4.428571428571429,2.857142857142857,4.285714285714286,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.42857142857142855,1.743243243,1.405405405
149,Tottenham,West Ham,15,1.9285714285714286,1.5,6,5,9,-4,0.5714285714285714,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.35714285714285715,2.0,1.7142857142857142,1.4285714285714286,1.7142857142857142,0.5714285714285714,0.0,15.5,11.785714285714286,5.714285714285714,3.857142857142857,13.857142857142858,15.714285714285714,4.5,5.285714285714286,0,3,6,6,1.4285714285714286,1.7142857142857142,1.1428571428571428,2.0,15.714285714285714,12.142857142857142,11.857142857142858,17.0,6.0,3.142857142857143,4.428571428571429,5.571428571428571,1.7142857142857142,1.4285714285714286,0.5714285714285714,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.751677852,1.395973154
150,Crystal Palace,Liverpool,16,1.0666666666666667,2.2666666666666666,-18,15,2,13,0.26666666666666666,0.6666666666666666,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.9333333333333333,2.2666666666666666,1.4,0.9333333333333333,-0.4666666666666667,1.3333333333333333,12.4,17.733333333333334,4.133333333333334,6.2,12.0,12.333333333333334,3.6666666666666665,3.8666666666666667,1,3,4,11,0.8,1.7333333333333334,1.3333333333333333,1.2,11.6,14.8,10.8,14.933333333333334,3.7333333333333334,4.8,3.466666666666667,4.8,0.6666666666666666,1.7333333333333334,0.13333333333333333,0.4,0.26666666666666666,0.5333333333333333,0.5333333333333333,0.13333333333333333,1.746666667,1.4
151,Brighton,Burnley,16,1.6666666666666667,0.4666666666666667,18,8,19,-11,0.4666666666666667,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.8,2.1333333333333333,1.0,1.8,2.2,0.3333333333333333,-1.2,14.6,10.933333333333334,6.2,3.466666666666667,11.866666666666667,13.666666666666666,4.133333333333334,5.533333333333333,0,3,6,3,2.2666666666666666,0.6666666666666666,1.4666666666666666,1.7333333333333334,18.8,8.533333333333333,11.066666666666666,14.8,7.333333333333333,2.8,3.2,5.466666666666667,2.0,0.5333333333333333,0.5333333333333333,0.13333333333333333,0.4,0.13333333333333333,0.13333333333333333,0.6666666666666666,1.741721854,1.40397351
152,Man United,Bournemouth,16,1.8,1.0666666666666667,11,6,16,-10,0.6,0.26666666666666666,0.0,0.26666666666666666,0.4,0.4666666666666667,1.2,1.2,1.2,2.0,0.0,-0.8,14.866666666666667,12.466666666666667,4.733333333333333,4.933333333333334,15.133333333333333,15.933333333333334,4.933333333333334,5.533333333333333,0,1,9,10,1.3333333333333333,1.3333333333333333,1.4666666666666666,2.4,18.266666666666666,11.6,14.0,17.6,5.866666666666666,4.533333333333333,5.333333333333333,5.6,2.0,0.9333333333333333,0.6666666666666666,0.26666666666666666,0.0,0.13333333333333333,0.4,0.5333333333333333,1.736842105,1.401315789
153,Sheffield United,Brentford,16,0.3333333333333333,1.2666666666666666,-14,20,12,8,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.8,0.4,0.7333333333333333,1.5333333333333334,2.7333333333333334,1.4,-2.0,0.13333333333333333,8.466666666666667,14.6,2.6,4.466666666666667,18.733333333333334,13.4,7.666666666666667,4.133333333333334,0,3,4,9,0.9333333333333333,1.0666666666666667,2.8,1.2,10.0,11.733333333333333,20.533333333333335,13.066666666666666,3.066666666666667,3.7333333333333334,8.666666666666666,4.266666666666667,0.5333333333333333,0.9333333333333333,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.8,0.5333333333333333,1.725490196,1.411764706
154,Wolves,Nott'm Forest,16,1.2,0.8666666666666667,5,14,17,-3,0.3333333333333333,0.2,0.2,0.26666666666666666,0.4666666666666667,0.5333333333333333,1.3333333333333333,1.0666666666666667,1.6666666666666667,1.8,-0.3333333333333333,-0.7333333333333333,11.2,10.8,3.933333333333333,3.4,14.6,13.6,5.266666666666667,4.666666666666667,0,0,4,3,1.3333333333333333,0.8,1.6,2.4,9.733333333333333,9.466666666666667,13.866666666666667,16.0,3.3333333333333335,3.2,4.8,5.866666666666666,1.4666666666666666,0.5333333333333333,0.4,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.8,1.720779221,1.402597403
155,Aston Villa,Arsenal,16,2.1333333333333333,2.4,-4,3,1,2,0.6666666666666666,0.7333333333333333,0.13333333333333333,0.2,0.2,0.06666666666666667,2.2666666666666666,2.2,1.3333333333333333,0.9333333333333333,0.9333333333333333,1.2666666666666666,15.133333333333333,15.4,5.6,5.533333333333333,10.466666666666667,8.133333333333333,4.266666666666667,2.6,1,3,10,12,3.2,1.7333333333333334,0.6666666666666666,0.8,15.2,14.266666666666667,7.733333333333333,8.666666666666666,6.266666666666667,4.266666666666667,2.6666666666666665,2.4,2.8,2.1333333333333333,0.9333333333333333,0.6666666666666666,0.0,0.13333333333333333,0.0,0.13333333333333333,1.716129032,1.4
156,Everton,Chelsea,16,1.3333333333333333,1.2666666666666666,1,10,11,-1,0.4,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.4666666666666667,0.4,1.2,1.7333333333333334,1.3333333333333333,1.6,-0.13333333333333333,0.13333333333333333,14.933333333333334,13.4,4.8,4.866666666666666,12.266666666666667,12.933333333333334,3.6,4.933333333333334,3,3,10,7,1.0666666666666667,1.7333333333333334,1.2,1.4666666666666666,19.333333333333332,11.733333333333333,10.933333333333334,12.666666666666666,6.133333333333334,4.533333333333333,3.066666666666667,4.666666666666667,0.9333333333333333,1.3333333333333333,0.26666666666666666,0.4,0.13333333333333333,0.13333333333333333,0.6666666666666666,0.4,1.711538462,1.391025641
157,Fulham,West Ham,16,1.2,1.6,-6,13,9,4,0.3333333333333333,0.4666666666666667,0.2,0.2,0.4666666666666667,0.3333333333333333,1.4,1.7333333333333334,1.7333333333333334,1.6666666666666667,-0.3333333333333333,0.06666666666666667,11.2,11.733333333333333,4.0,3.933333333333333,12.6,16.2,5.733333333333333,5.4,0,1,4,7,1.6,1.8666666666666667,1.2,2.0,12.933333333333334,12.8,8.8,18.933333333333334,3.7333333333333334,3.6,3.7333333333333334,6.133333333333334,1.6,1.7333333333333334,0.5333333333333333,0.5333333333333333,0.0,0.13333333333333333,0.4,0.4,1.713375796,1.382165605
158,Luton,Man City,16,0.6,2.0,-21,18,4,14,0.13333333333333333,0.6,0.2,0.2,0.6666666666666666,0.2,1.0666666666666667,2.4,2.0,1.1333333333333333,-0.9333333333333333,1.2666666666666666,10.733333333333333,15.6,2.6666666666666665,6.6,17.6,8.533333333333333,5.866666666666666,3.1333333333333333,0,1,4,9,1.2,2.1333333333333333,1.6,1.3333333333333333,11.733333333333333,18.8,13.866666666666667,10.533333333333333,2.933333333333333,8.4,4.933333333333334,3.7333333333333334,0.6666666666666666,1.7333333333333334,0.13333333333333333,0.5333333333333333,0.26666666666666666,0.13333333333333333,0.5333333333333333,0.4,1.734177215,1.373417722
159,Tottenham,Newcastle,16,1.8,1.7333333333333334,1,5,7,-2,0.5333333333333333,0.5333333333333333,0.2,0.13333333333333333,0.26666666666666666,0.3333333333333333,1.9333333333333333,2.1333333333333333,1.4666666666666666,1.1333333333333333,0.4666666666666667,1.0,16.0,13.733333333333333,5.8,5.533333333333333,13.666666666666666,12.266666666666667,4.533333333333333,3.933333333333333,1,3,4,10,1.4666666666666666,1.7333333333333334,1.3333333333333333,1.7333333333333334,17.733333333333334,10.933333333333334,12.533333333333333,12.533333333333333,6.533333333333333,4.533333333333333,4.8,4.8,1.6,0.6666666666666666,0.5333333333333333,0.13333333333333333,0.0,0.26666666666666666,0.4,0.5333333333333333,1.729559748,1.377358491
160,Nott'm Forest,Tottenham,17,0.875,1.875,-16,17,5,12,0.1875,0.5625,0.3125,0.1875,0.5,0.25,1.0625,2.0625,1.75,1.4375,-0.6875,0.625,10.625,16.4375,3.3125,6.1875,13.375,13.375,4.625,4.4375,0,0,3,1,1.25,2.25,1.125,1.5,11.375,13.375,10.5,13.875,3.375,4.75,3.25,4.0,1.125,1.875,0.25,0.5,0.375,0.375,0.25,0.125,1.74375,1.375
161,Chelsea,Sheffield United,17,1.1875,0.5,11,13,20,-7,0.3125,0.125,0.25,0.125,0.4375,0.75,1.625,0.75,1.625,2.5625,0.0,-1.8125,13.5625,8.5,4.8125,2.6875,12.6875,18.1875,4.9375,7.4375,0,0,7,4,1.625,0.5,1.625,2.5,14.125,6.5,12.375,15.875,4.875,2.0,4.875,6.25,1.125,0.125,0.25,0.0,0.375,0.125,0.375,0.75,1.732919255,1.378881988
162,Man City,Crystal Palace,17,2.0625,1.0,17,4,16,-12,0.625,0.25,0.1875,0.25,0.1875,0.5,2.375,0.9375,1.125,1.4375,1.25,-0.5,15.75,12.125,6.5625,4.125,8.25,12.125,3.0625,3.5625,0,0,6,4,2.5,1.0,0.875,1.375,11.625,12.375,6.125,12.375,4.5,4.25,2.375,3.625,2.125,1.375,0.625,0.375,0.25,0.25,0.0,0.375,1.734567901,1.37037037
163,Newcastle,Fulham,17,1.625,1.3125,5,7,11,-4,0.5,0.375,0.125,0.1875,0.375,0.4375,2.0625,1.625,1.3125,1.625,0.75,0.0,13.4375,11.375,5.375,4.25,12.9375,12.375,4.4375,5.6875,0,3,9,6,2.375,1.125,0.5,2.125,15.5,8.875,11.25,15.375,6.125,4.0,2.875,7.25,2.625,0.75,0.875,0.125,0.0,0.375,0.125,0.5,1.736196319,1.374233129
164,Burnley,Everton,17,0.5,1.4375,-15,19,10,9,0.125,0.4375,0.125,0.125,0.75,0.4375,1.0,1.25,2.125,1.25,-1.125,0.0,10.625,14.5625,3.4375,4.8125,14.625,12.5,5.875,3.625,0,3,3,10,1.25,1.25,2.5,1.375,12.5,9.875,11.75,12.75,3.875,3.25,5.25,3.875,0.375,1.625,0.125,0.5,0.0,0.125,0.875,0.25,1.743902439,1.365853659
165,Arsenal,Brighton,17,2.25,1.625,10,2,8,-6,0.6875,0.4375,0.1875,0.3125,0.125,0.25,2.0625,2.0625,0.9375,1.75,1.125,0.3125,15.1875,15.5,5.5,6.5,8.25,11.5,2.625,4.0625,3,3,12,8,2.5,1.875,1.0,2.0,15.5,9.75,7.125,11.875,6.375,4.75,2.625,4.75,2.5,1.25,0.75,0.375,0.25,0.125,0.0,0.375,1.733333333,1.36969697
166,Brentford,Aston Villa,17,1.1875,2.1875,-16,12,3,9,0.3125,0.6875,0.25,0.125,0.4375,0.1875,1.4375,2.1875,1.375,1.25,0.0625,0.9375,14.3125,14.8125,4.4375,5.4375,13.125,10.5625,4.125,4.3125,0,3,6,10,1.875,1.25,1.5,1.875,16.375,14.125,12.875,12.375,4.875,4.625,3.75,5.5,1.5,1.375,0.375,0.375,0.375,0.25,0.25,0.375,1.734939759,1.361445783
167,West Ham,Wolves,17,1.5,1.1875,5,9,14,-5,0.4375,0.3125,0.1875,0.25,0.375,0.4375,1.625,1.3125,1.875,1.625,-0.25,-0.3125,11.5625,11.125,4.0,3.9375,16.0625,14.1875,5.5625,5.0625,3,3,10,6,1.5,1.25,1.25,1.625,10.0,11.875,12.625,14.375,4.0,4.25,4.375,5.375,1.375,0.875,0.375,0.25,0.25,0.125,0.25,0.625,1.730538922,1.365269461
168,Liverpool,Man United,17,2.3125,1.6875,10,1,6,-5,0.6875,0.5625,0.25,0.0,0.0625,0.4375,2.25,1.125,0.9375,1.3125,1.3125,-0.1875,17.5,15.1875,5.9375,4.625,12.0625,14.8125,3.875,4.875,3,3,11,12,2.625,1.0,0.625,0.875,19.375,10.75,9.125,15.25,7.125,3.375,2.75,4.25,2.625,1.5,0.875,0.5,0.0,0.0,0.0,0.375,1.738095238,1.357142857
169,Crystal Palace,Brighton,18,0.9411764705882353,1.5294117647058822,-10,16,8,8,0.23529411764705882,0.4117647058823529,0.23529411764705882,0.29411764705882354,0.47058823529411764,0.23529411764705882,0.8823529411764706,1.9411764705882353,1.3529411764705883,1.6470588235294117,-0.47058823529411764,0.29411764705882354,11.411764705882353,14.588235294117647,3.8823529411764706,6.117647058823529,11.411764705882353,10.823529411764707,3.3529411764705883,3.823529411764706,0,3,4,8,0.8235294117647058,1.7647058823529411,1.411764705882353,2.1176470588235294,11.176470588235293,9.882352941176471,11.176470588235293,14.235294117647058,3.764705882352941,4.588235294117647,3.2941176470588234,5.529411764705882,0.5882352941176471,1.1764705882352942,0.11764705882352941,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5882352941176471,0.47058823529411764,1.727810651,1.349112426
170,Aston Villa,Sheffield United,18,2.235294117647059,0.47058823529411764,30,3,20,-17,0.7058823529411765,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.7647058823529411,2.176470588235294,0.7058823529411765,1.2352941176470589,2.5294117647058822,0.9411764705882353,-1.8235294117647058,14.823529411764707,8.352941176470589,5.411764705882353,2.588235294117647,10.176470588235293,18.0,4.235294117647059,7.352941176470588,3,3,13,4,2.9411764705882355,0.47058823529411764,0.5882352941176471,2.588235294117647,14.588235294117647,6.823529411764706,8.235294117647058,16.705882352941178,5.882352941176471,2.0,2.9411764705882355,6.588235294117647,2.823529411764706,0.11764705882352941,0.9411764705882353,0.0,0.0,0.11764705882352941,0.0,0.8235294117647058,1.723529412,1.347058824
171,West Ham,Man United,18,1.588235294117647,1.6470588235294117,-1,8,7,1,0.47058823529411764,0.5294117647058824,0.17647058823529413,0.058823529411764705,0.35294117647058826,0.4117647058823529,1.7058823529411764,1.0588235294117647,1.7647058823529411,1.2352941176470589,-0.058823529411764705,-0.17647058823529413,11.647058823529411,14.647058823529411,4.0,4.411764705882353,15.941176470588236,15.941176470588236,5.411764705882353,5.0588235294117645,0,0,10,9,1.7647058823529411,0.9411764705882353,1.1764705882352942,0.8235294117647058,10.941176470588236,10.823529411764707,13.529411764705882,18.352941176470587,4.235294117647059,3.2941176470588234,4.470588235294118,4.9411764705882355,1.6470588235294117,1.5294117647058822,0.47058823529411764,0.47058823529411764,0.23529411764705882,0.11764705882352941,0.23529411764705882,0.35294117647058826,1.719298246,1.34502924
172,Fulham,Burnley,18,1.2352941176470589,0.47058823529411764,13,13,19,-6,0.35294117647058826,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.47058823529411764,0.7647058823529411,1.5294117647058822,0.9411764705882353,1.7058823529411764,2.1176470588235294,-0.17647058823529413,-1.1764705882352942,11.058823529411764,10.823529411764707,4.235294117647059,3.3529411764705883,13.235294117647058,14.294117647058824,5.9411764705882355,5.882352941176471,3,1,9,4,2.0,0.7058823529411765,1.0588235294117647,1.6470588235294117,13.058823529411764,8.235294117647058,8.823529411764707,16.470588235294116,4.235294117647059,2.823529411764706,3.8823529411764706,6.117647058823529,1.7647058823529411,0.5882352941176471,0.5882352941176471,0.11764705882352941,0.0,0.23529411764705882,0.35294117647058826,0.5882352941176471,1.720930233,1.337209302
